Grid size,A* Average time,A* Path Length,Greedy BFS Average time,Greedy BFS Path Length,Bi-BFS Average time,Bi-BFS Path Length
21,39,0.0008544200216419994,45,0.0004301699926145375,39,0.0018608500075060874
21,39,0.0023706700070761145,55,0.0006695900054182857,39,0.0026234899938572197
22,41,0.0026490399905014783,45,0.0005053100001532584,41,0.002905130002181977
22,41,0.0025107400026172398,57,0.0016137100057676435,41,0.002834620006615296
22,41,0.002486190007766709,43,0.001124850008636713,41,0.0030745900003239512
22,41,0.00313542002113536,53,0.0007423700008075684,41,0.0031237400136888025
22,41,0.0029001299932133406,47,0.0006419000041205436,41,0.0031267199956346303
22,45,0.002733910002280027,53,0.0006113499985076487,45,0.0031106200010981412
22,41,0.0039535999938379975,41,0.000476200005505234,41,0.0033005699981004
22,41,0.00359699999098666,43,0.000523589999647811,41,0.003395089990226552
22,41,0.002840329997707158,43,0.00048340000212192534,41,0.0032309100031852724
22,41,0.0025223400094546377,61,0.0009431200043763966,41,0.003134029998909682
23,43,0.0025971900089643896,49,0.0006521900009829551,43,0.003563109989045188
23,43,0.0017255600134376437,47,0.000810419989284128,43,0.0032648699940182268
23,43,0.003398650005692616,45,0.0005657199944835156,43,0.0036553199926856903
23,45,0.002372820000164211,47,0.0009057200164534152,45,0.003462100005708635
23,45,0.0032809199998155235,45,0.0005684199975803494,45,0.00391243000049144
23,43,0.003797589993337169,63,0.0012251299980562181,43,0.0034947399981319904
23,43,0.0027962700056377797,45,0.0004977299948222935,43,0.0037265899940393866
23,43,0.0030028200009837745,45,0.000513250014046207,43,0.003522690007230267
23,43,0.002851800009375438,47,0.0005106700176838785,43,0.0034495299973059446
23,43,0.003290479996940121,53,0.0005488700058776885,43,0.0037158099992666395
24,45,0.002514729998074472,45,0.000617840001359582,45,0.0035360599926207215
24,47,0.0036015700083225966,49,0.0005855600000359118,47,0.003310639999108389
24,45,0.003996190003817901,51,0.0007488200033549219,45,0.003911390004213899
24,45,0.005042029998730868,59,0.0007675400061998517,45,0.004577229998540133
24,45,0.003993020008783788,49,0.0005524000094737858,45,0.004102010000497103
24,47,0.0023104799969587476,51,0.0010274199943523855,47,0.0036462900112383067
24,45,0.0025686099892482162,45,0.0005264100094791502,45,0.0038822799921035766
24,45,0.004431529995054006,55,0.00069713001139462,45,0.003868200001306832
24,45,0.003252090001478791,45,0.0005186299968045205,45,0.003967759996885434
24,45,0.0030580800026655196,57,0.0006484800076577812,45,0.003904300002614036
25,47,0.0034895199933089316,53,0.0006923699984326959,47,0.00424117999500595
25,47,0.0034492900012992322,61,0.0008487299899570643,47,0.003796190000139177
25,47,0.0033506999898236245,51,0.0006078300008084625,47,0.004284240008564666
25,49,0.003958979999879375,51,0.0005400699970778078,49,0.00419118000427261
25,47,0.0035615199944004417,55,0.0007278199947904796,47,0.004228860005969182
25,47,0.0026265199936460703,55,0.0006099700054619462,47,0.004083280003396794
25,47,0.004059969994705171,51,0.0006617599981836974,47,0.004493069992167875
25,47,0.004786289995536208,55,0.000637069990625605,47,0.004200020007556304
25,47,0.0038990900211501867,63,0.0007611000037286431,47,0.0035922400013078002
25,47,0.0043136000051163135,67,0.0010522699914872647,47,0.004108560003805906
26,49,0.004147179995197803,53,0.0006191099935676902,49,0.004573629988590256
26,49,0.0022923999989870937,53,0.0005226899986155332,49,0.002874610002618283
26,51,0.002186129987239838,57,0.000709539995295927,51,0.002950140001485124
26,49,0.0018332400009967386,57,0.0005456100101582706,49,0.0028456300089601426
26,49,0.0026097900059539824,53,0.0005443900066893548,49,0.0028077200055122375
26,49,0.002027599996654317,55,0.0005263200087938458,49,0.003003790008369833
26,49,0.002559500013012439,55,0.0005883499921765179,49,0.003158469992922619
26,53,0.002249519998440519,55,0.0005509199865628034,53,0.00287103999289684
26,49,0.00227115000016056,51,0.0005688400007784367,49,0.002683909988263622
26,49,0.0019073400064371527,51,0.0005085699900519103,49,0.002753839996876195
27,51,0.002194389986107126,53,0.0005050799925811588,51,0.0030435500200837852
27,51,0.0031392899923957883,65,0.00062418999732472,51,0.0031291700026486067
27,51,0.0022974399907980114,55,0.0005160300177522003,51,0.0030529300041962416
27,51,0.0016950200137216599,59,0.0005911699961870908,51,0.0029023199924267827
27,51,0.0029708900081459435,65,0.0007231299881823361,51,0.0031216299976222217
27,51,0.0030660799937322738,65,0.0006942300009541213,51,0.0031231600092723965
27,51,0.0021163900033570825,57,0.0005525999993551522,51,0.0031389800016768275
27,53,0.0034194500069133936,61,0.0006076000048778951,53,0.0031137100071646274
27,51,0.0023400000063702464,57,0.0005924900062382222,51,0.003144739993149415
27,51,0.002087129995925352,55,0.0005872699955943971,51,0.0029967800131998957
28,53,0.0020922300056554375,55,0.0005335699999704957,53,0.00323567001032643
28,53,0.003240269992966205,57,0.0006443999940529465,53,0.00340703998808749
28,53,0.0038469000079203396,59,0.0006352300057187677,53,0.003767900005914271
28,53,0.002490889991167933,55,0.0005358399881515652,53,0.0031726200017146767
28,53,0.0037818299955688418,63,0.0006427499873097986,53,0.0034240899898577482
28,53,0.00336366998963058,59,0.0005742999957874418,53,0.00328341000713408
28,53,0.003140410006744787,61,0.0006869700097013265,53,0.003633520007133484
28,53,0.0029652500001247973,63,0.0006229799939319492,53,0.003385830012848601
28,53,0.0034178900066763164,61,0.000575760006904602,53,0.0033576699846889825
28,53,0.0027258499932941048,57,0.0006126100081019104,53,0.0034465700096916406
29,57,0.0024287499894853682,75,0.0007632500142790377,57,0.003524010005639866
29,55,0.0016971000004559755,59,0.0006701399979647249,55,0.0035054599982686343
29,55,0.0023282300040591507,67,0.0007822300016414374,55,0.003540310019161552
29,55,0.002444850001484156,59,0.0005802699946798384,55,0.0035750399925746023
29,55,0.0025062300032004715,61,0.0006468899897299707,55,0.0037174199940636756
29,55,0.0025701699953060595,73,0.0009458200132939964,55,0.0036603800021111966
29,57,0.0022408800083212554,81,0.0008901300083380192,57,0.0036362000042572617
29,57,0.0017661899968516082,61,0.0006392500072252005,57,0.00334471000242047
29,55,0.00280067001003772,59,0.0005931499996222556,55,0.003678680001758039
29,57,0.0019056299875956028,57,0.0006118600023910404,57,0.0035057400004006923
30,57,0.0039154100057203324,65,0.000712939992081374,57,0.003808179998304695
30,57,0.003114460001233965,67,0.0011005600157659502,57,0.003632630000356585
30,57,0.00198368999408558,65,0.0006238200003281236,57,0.003895020013442263
30,57,0.003354790003504604,63,0.0006915999983903021,57,0.004185919999144971
30,59,0.004042219999246299,65,0.0007160399982240051,59,0.0037626500066835432
30,57,0.003268600004957989,69,0.0007893399975728244,57,0.004165820009075105
30,57,0.0032309300149790943,61,0.00063351999851875,57,0.0038876799924764784
30,57,0.0034126600017771124,85,0.001022030005697161,57,0.004005849990062415
30,57,0.0025862699956633152,65,0.000617840001359582,57,0.003950369998347014
30,57,0.003783170011593029,59,0.0006704999948851764,57,0.005321989994263277
31,59,0.004720510001061484,59,0.0011091099935583771,59,0.004629709996515885
31,59,0.0035397199913859367,67,0.0007131099991966039,59,0.004250789992511272
31,61,0.004087589995469898,69,0.0007228899979963898,61,0.00403160999994725
31,59,0.0031787200015969573,63,0.0006149499909952283,59,0.00418478999636136
31,59,0.004368279996560887,65,0.0006269699893891812,59,0.0042445999977644535
31,59,0.0033513500005938114,69,0.0007736299943644553,59,0.004158500011544675
31,59,0.00237605000147596,65,0.00066701999749057,59,0.0037398499960545452
31,59,0.0047600600053556265,75,0.0009406600031070412,59,0.004524940002011135
31,59,0.004100319993449375,65,0.0008033699996303767,59,0.004859449982177466
31,59,0.0026678700058255346,69,0.0008114999916870147,59,0.004248040000675246
32,61,0.0037233499984722584,73,0.0007945299963466823,61,0.004490660002920777
32,61,0.004655649996129796,67,0.0006477200018707663,61,0.0045729300007224085
32,61,0.003937790013151243,75,0.000751019996823743,61,0.004559410008369014
32,61,0.004267740005161613,65,0.0006370600080117583,61,0.004282160004368052
32,61,0.003662179998354986,77,0.0007259200036060065,61,0.004351989994756877
32,61,0.003652689995942637,63,0.0006748799991328269,61,0.0043790499970782545
32,65,0.004193880007369444,85,0.0012106899986974895,65,0.0044631500029936435
32,61,0.00445528999553062,69,0.0007675600005313754,61,0.004516030015656725
32,61,0.00332083998946473,75,0.000948380003683269,61,0.004375559999607504
32,61,0.0060530099843163045,63,0.000761280010920018,61,0.005211390001932159
33,63,0.00374015998095274,79,0.0009108799917157739,63,0.004728399991290644
33,63,0.0035304199787788092,69,0.0006551099941134453,63,0.004543259978527203
33,63,0.0035886199912056327,73,0.0007606899947859347,63,0.0047138799913227555
33,63,0.00412758999154903,73,0.0007585500075947494,63,0.004660040000453591
33,63,0.00325180001091212,79,0.0009566000022459775,63,0.004729190003126859
33,63,0.0034838800085708497,67,0.0006233600142877549,63,0.00472814001259394
33,63,0.006181980005931109,85,0.000889229984022677,63,0.005000589997507632
33,63,0.003639099991414696,73,0.0009933200024534016,63,0.004549579997546971
33,63,0.002890739991562441,67,0.0006786100042518228,63,0.005266900011338294
33,63,0.0037344900018069895,69,0.0006656800047494471,63,0.004796140000689775
34,65,0.004178229992976412,75,0.0007974900072440505,65,0.005175000004237517
34,65,0.003873230010503903,75,0.0007920899952296168,65,0.004807430005166679
34,67,0.0051663399906829,83,0.000808659999165684,67,0.0051654399954713884
34,65,0.00506819998845458,77,0.0007822100073099136,65,0.005282209994038567
34,65,0.002956520003499463,91,0.0010962900007143617,65,0.004849390004528687
34,65,0.0032796799961943178,73,0.0008555599895771592,65,0.005050769995432347
34,65,0.004863499995553866,71,0.0007103900017682463,65,0.004946479998761788
34,65,0.004821150004863739,83,0.0009155900042969733,65,0.00512106999522075
34,65,0.003665810008533299,95,0.001194039999973029,65,0.005114629998570308
34,65,0.004207669990137219,67,0.0006998299970291555,65,0.005049530015094205
35,67,0.003382250003051013,77,0.0007050200016237796,67,0.005569860001560301
35,67,0.007577850000234321,79,0.0012188200082164258,67,0.008853619982255622
35,69,0.005685989989433438,81,0.001115639990894124,69,0.008602430002065375
35,67,0.009549860010156407,77,0.0013420800038147717,67,0.009421939990716055
35,67,0.005186090001370758,87,0.0013540999963879586,67,0.008558800007449463
35,67,0.005391269992105663,71,0.0009699999936856329,67,0.008250550006050617
35,67,0.006532009993679822,71,0.00193440000875853,67,0.008895339991431684
35,67,0.004209709994029254,73,0.0012133300013374537,67,0.008654819981893524
35,69,0.006716179999057203,85,0.0013253799930680542,69,0.008446610003011302
35,67,0.005614619993139058,73,0.0010641599830705673,67,0.008514859998831526
36,69,0.009564400010276586,75,0.0008494600129779428,69,0.009422469994751737
36,69,0.0061230800114572045,77,0.001041849999455735,69,0.008978229993954302
36,69,0.007882220001192763,89,0.001470360002713278,69,0.009259040001779795
36,69,0.007415760000003502,81,0.0010082200053147972,69,0.009329440008150414
36,69,0.0058943599986378105,83,0.0015132399974390864,69,0.006467450002674013
36,69,0.004811959998914972,75,0.0007723300019279123,69,0.005787989986129105
36,71,0.005147409997880459,75,0.0007647499965969473,71,0.005728040006943047
36,69,0.006038679991615936,99,0.0010918700019828976,69,0.005590280005708337
36,69,0.005159450008068234,71,0.0007126499956939369,69,0.005340460006846115
36,69,0.004767210024874657,83,0.0008230100036598742,69,0.005462159996386618
37,71,0.004323569999542087,85,0.000955909996991977,71,0.005926000000908971
37,71,0.005726370005868375,77,0.0007479400199372321,71,0.00592843999620527
37,71,0.003204860002733767,85,0.0008294600003864617,71,0.00586737000849098
37,71,0.00424546999274753,81,0.0008503100019879639,71,0.0058800200000405315
37,73,0.004731410008389503,79,0.0007760600128676742,73,0.005677029996877536
37,71,0.005499070009682328,97,0.0011681700008921326,71,0.006255909998435527
37,71,0.006571679998887703,95,0.0012893900042399765,71,0.009214320004684851
37,73,0.009841279993997887,83,0.001366329996380955,73,0.0098024099948816
37,71,0.006706130004022271,81,0.001147009985288605,71,0.009504599979845808
37,71,0.008257290004985407,83,0.001033869996899739,71,0.009744139981921762
38,73,0.010799360007513314,85,0.0010710900067351758,73,0.010412669996730984
38,73,0.008863540011225269,83,0.0012986399815417826,73,0.010060750000411645
38,73,0.007769239996559918,87,0.0011111199972219765,73,0.008705369994277134
38,73,0.00591211998835206,81,0.0007981000118888915,73,0.0067022799863480035
38,75,0.007003230007831008,83,0.0015248899871949106,75,0.010556179995182902
38,73,0.006904629996279254,85,0.0008343300083652139,73,0.006384909996995702
38,73,0.003608729998813942,91,0.0010945499932859093,73,0.006267200002912432
38,73,0.004662580002332106,77,0.0007941200048662723,73,0.006328360002953559
38,73,0.006087439984548837,87,0.0009515199926681817,73,0.006543239997699857
38,73,0.006958369998028502,97,0.001091520010959357,73,0.006547009997302666
39,75,0.00678170999744907,97,0.0010546500037889928,75,0.006643180001992733
39,75,0.005407839990220964,87,0.0008536999928764998,75,0.007950549997622148
39,75,0.006212990015046671,93,0.0010963400069158523,75,0.006488120002904907
39,75,0.003966929984744638,97,0.0010411699942778796,75,0.0069225299928803
39,77,0.004734699998516589,89,0.0008920199994463474,77,0.006361659994581714
39,75,0.004102239984786138,79,0.00081295000272803,75,0.0064445700030773875
39,75,0.005648620007559657,91,0.0012652300007175653,75,0.006717949983431027
39,75,0.004728109994903207,85,0.001074309990508482,75,0.006633090006653219
39,75,0.006421080004656687,97,0.0012211899913381786,75,0.006861739995656535
39,75,0.0065242400101851675,87,0.0010162599908653646,75,0.0066721399954985825
40,77,0.004946990014286712,79,0.0008398599980864674,77,0.007071579998591915
40,77,0.00646190998959355,91,0.0009415099979378283,77,0.00722341999062337
40,77,0.004010179993929342,101,0.0013443499978166074,77,0.006986299995332956
40,77,0.0063779700140003115,91,0.0009514499979559332,77,0.007343310007127002
40,79,0.004651899996679277,103,0.0011594100098591298,79,0.006935880001401528
40,77,0.0071229300054255875,99,0.0009917500079609453,77,0.007219129998702556
40,77,0.005995510000502691,89,0.001006000000052154,77,0.00719242999330163
40,77,0.005805230006808415,85,0.0008310600067488849,77,0.007000309991417453
40,77,0.005891739996150136,89,0.0010323999973479657,77,0.007141610002145171
40,77,0.006914589990628883,85,0.000931179994950071,77,0.008348060003481806
41,79,0.007974310003919526,109,0.001584559987531975,79,0.011909939994802698
41,79,0.00956395001267083,91,0.0013239399995654821,79,0.01244506001821719
41,79,0.0077341799915302545,83,0.001140400010626763,79,0.011991539999144152
41,79,0.007274590007727966,101,0.0014986000081989915,79,0.012011030019493774
41,79,0.009068289998685941,91,0.0013877700082957744,79,0.01236702999449335
41,79,0.009671930002514272,85,0.0012464199971873313,79,0.0119891399925109
41,79,0.007560569985071197,103,0.0017191800056025387,79,0.012211570015642792
41,79,0.008171469991793856,105,0.0013724499905947596,79,0.012317300005815924
41,79,0.012293489993317053,87,0.0011728000128641725,79,0.0120799399970565
41,79,0.008385410002665595,93,0.0017726699879858643,79,0.01053224999923259
42,81,0.006170130003010854,91,0.0009377000154927373,81,0.007866189995547756
42,81,0.007816910016117617,91,0.0009874099981971086,81,0.007724150008289144
42,81,0.005408549995627255,117,0.0016307600075379015,81,0.007726050005294383
42,81,0.00445876998710446,99,0.0012288099969737232,81,0.00738376000081189
42,81,0.006462019984610379,83,0.0008111799950711429,81,0.007728649995988235
42,83,0.008315769990440458,93,0.0010381400061305612,83,0.007618259999435395
42,81,0.005019969987915829,87,0.0008354099991265684,81,0.007595649990253151
42,81,0.008230770006775856,97,0.0009731700003612787,81,0.00775033999234438
42,81,0.005471479997504502,105,0.0011800399981439114,81,0.007991379994200543
42,83,0.005362600012449548,121,0.001525749999564141,83,0.007590809994144365
43,83,0.006913110008463263,97,0.00103192999958992,83,0.00885892000515014
43,83,0.0065296300046611576,97,0.0009400499984622002,83,0.008105919999070465
43,83,0.0044397199933882804,95,0.0010554499924182892,83,0.007825629995204508
43,83,0.007928949990309775,95,0.0009498000028543175,83,0.008196290011983364
43,83,0.0051108600047882645,99,0.0010410099988803268,83,0.008338880003429949
43,83,0.0037683199858292936,91,0.0008964899985585362,83,0.007802069978788495
43,83,0.004948150005657226,87,0.0013954400201328099,83,0.0078086299996357415
43,83,0.006930529995588586,101,0.0011224300134927035,83,0.0076710799883585425
43,83,0.00713670999975875,89,0.0009633800131268799,83,0.00817171999369748
43,83,0.007260710012633354,101,0.001246779999928549,83,0.009385889995610342
44,85,0.005060399987269193,91,0.0008935799938626588,85,0.00886336000985466
44,85,0.007291480002459138,117,0.0013225100061390548,85,0.008377149992156774
44,85,0.008472150005400182,107,0.0010902300011366606,85,0.008446329995058477
44,85,0.006338869984028861,103,0.0010718900011852384,85,0.008854640007484704
44,85,0.008223130006808788,97,0.0010372999997343868,85,0.009210570011055097
44,85,0.009753480000654235,95,0.0010643600020557643,85,0.009102099988376721
44,85,0.00619179000495933,101,0.0012675000063609332,85,0.008637559995986522
44,85,0.008753399999113754,105,0.0011382500058971345,85,0.00908577999798581
44,85,0.006442379992222413,95,0.0010138600075151772,85,0.00867109999526292
44,87,0.004530020005768165,113,0.0013674599991645663,87,0.00868577001383528
45,87,0.007052279991330579,101,0.0010577699926216156,87,0.009062880004057661
45,89,0.0080719500023406,105,0.0014184700034093113,89,0.008919000014429912
45,87,0.009637809998821467,99,0.0010457600117661058,87,0.009290059987688438
45,89,0.007060649996856227,103,0.0010717499942984432,89,0.00885225998936221
45,87,0.008769970008870587,103,0.0010976800054777413,87,0.009251869999570773
45,89,0.008446210011607036,109,0.0011446399905253202,89,0.009130559995537624
45,87,0.00801384000806138,107,0.001270149991614744,87,0.008908960002008826
45,87,0.005478009994840249,103,0.0010757199896033853,87,0.008943050005473196
45,87,0.008609849994536489,107,0.0011837399972137064,87,0.009239670005626976
45,87,0.005951340007595718,95,0.001123230007942766,87,0.008784180000657216
46,89,0.005911580001702532,113,0.0012981500010937452,89,0.010092800005804748
46,89,0.007017100008670241,101,0.0011125100019853563,89,0.009569470019778236
46,89,0.007934130012290552,99,0.0009926300030201674,89,0.009516780002741143
46,89,0.006450620002578944,99,0.0010109500086400657,89,0.009238649992039428
46,89,0.00870103999041021,119,0.0013242100016213954,89,0.009392050001770258
46,89,0.005902280012378469,103,0.0010585200099740178,89,0.009672889998182655
46,89,0.00674790000775829,101,0.001106169994454831,89,0.009456489997683093
46,89,0.005486329988343641,95,0.0011480999935884028,89,0.009041660005459562
46,89,0.006665950006572529,125,0.001310309994732961,89,0.009149789978982881
46,89,0.010179550002794713,103,0.0011011600028723479,89,0.009515639994060621
47,93,0.008542079996550456,107,0.001225259993225336,93,0.009988920000614599
47,91,0.0055680700053926556,113,0.001243759988574311,91,0.010115099989343434
47,91,0.009991160000208766,103,0.001073300000280142,91,0.012503639998612925
47,91,0.007336320006288588,97,0.0011668199964333325,91,0.010527900001034141
47,91,0.008316270011710003,107,0.0011278500081971289,91,0.009954809991177172
47,93,0.008070409984793515,95,0.0010321799840312452,93,0.01019106000312604
